runId;iteration;;0 pax distance_m;1 pax distance_m;2 pax distance_m;3 pax distance_m;4 pax distance_m;5 pax distance_m;6 pax distance_m;7 pax distance_m;8 pax distance_m
NA;0;1614644.19;6863321.94;6942277.42;4707170.78;1958629.86;685542.37;140417.56;56195.92;7381.16
