person;distance;unsharedDistance;distanceDetour;time;unsharedTime;timeDetour
12052000_12052000_20314;3868.7641627130256;3868.7641627130256;1.0;963.0;274.0;3.5145985401459856
12052000_12052000_24780;22062.604344749056;10408.671380203023;2.1196369391305274;2068.0;627.0;3.2982456140350878
12052000_12052000_10197;4597.3927407052515;3011.4497960813283;1.5266376835129856;1007.0;233.0;4.3218884120171674
12052000_12052000_21876;5139.79971740148;4081.1697217259466;1.2593937689089376;1212.0;302.0;4.013245033112582
12052000_12052000_346;1727.7988545641795;260.3452809549848;6.636566824742738;596.0;28.0;21.285714285714285
12052000_12052000_11528;1821.6547831704072;1648.4877116128055;1.105046019049898;720.0;126.0;5.714285714285714
12052000_12052000_9387;11858.070970333301;7858.941319504871;1.5088636609237824;1984.0;522.0;3.8007662835249043
12052000_12052000_18518;15618.061862384238;6177.510218349759;2.5282130357295305;1910.0;571.0;3.3450087565674256
12052000_12071000_35117;25978.068932666898;9504.100482146765;2.7333537751906247;2028.0;578.0;3.508650519031142
12052000_12052000_13666;787.6215352459046;787.6215352459046;1.0;639.0;96.0;6.65625
12052000_12052000_30896;2125.4140470210596;1959.045582616537;1.0849232227574397;1189.0;222.0;5.3558558558558556
12052000_12052000_6115;4944.658812762184;4569.7615822795315;1.0820386848925372;1585.0;385.0;4.116883116883117
12052000_12052000_16167;10517.763936585172;9819.939092493589;1.0710620338393957;1689.0;558.0;3.0268817204301075
12052000_12052000_21001;2794.4968457838863;2794.4968457838863;1.0;1474.0;301.0;4.897009966777409
12071000_12052000_45497;14193.72059822144;14041.969674396374;1.0108069542481468;2034.0;783.0;2.5977011494252875
12052000_12052000_29813;7271.627084382313;7185.924476766783;1.0119264553771223;1646.0;420.0;3.919047619047619
12052000_12052000_22689;13388.819538874835;10434.365073448615;1.2831465493711882;2233.0;690.0;3.236231884057971
12052000_12052000_9909;4844.147406825091;1519.0674893746182;3.1888954511292766;1371.0;126.0;10.880952380952381
12052000_12052000_16279;4807.210525213262;3561.0996428374597;1.349923059547671;1639.0;302.0;5.427152317880795
12052000_12052000_27670;1227.6608118819822;1227.6608118819822;1.0;1206.0;76.0;15.868421052631579
12052000_12052000_27340;5652.196776218163;4286.757461197825;1.318524975434183;1399.0;350.0;3.9971428571428573
12052000_12052000_7993;15618.061862384238;6177.510218349759;2.5282130357295305;1869.0;571.0;3.273204903677758
12052000_12052000_21581;10459.919704324644;8003.745499753377;1.3068780990908506;1875.0;459.0;4.084967320261438
12052000_12052000_23169;9554.085647715796;3049.5792433786237;3.132919293197589;1574.0;308.0;5.1103896103896105
12052000_12052000_11331;6078.067021344476;3966.024484329805;1.5325339128287234;1405.0;280.0;5.017857142857143
12052000_12052000_754;7624.921244065403;3544.778195461983;2.151029154328135;1284.0;325.0;3.9507692307692306
12052000_12052000_12335;7112.9649476922195;2695.256732041492;2.6390676862550992;1612.0;307.0;5.250814332247557
12052000_12052000_14256;3591.4726776460043;3591.4726776460043;1.0;1221.0;253.0;4.826086956521739
12052000_12052000_29466;11315.784649827861;6316.576053244952;1.7914427934441974;1755.0;451.0;3.891352549889135
12052000_12052000_14227;6537.845551878266;4532.8768013359;1.4423170623016874;1440.0;334.0;4.311377245508982
12052000_12052000_31087;2578.641640706023;2578.641640706023;1.0;1343.0;215.0;6.246511627906977
12052000_12052000_18427;18066.778615321757;10045.038907947044;1.7985772659405415;2094.0;651.0;3.216589861751152
12052000_12052000_30753;13537.49176744327;5868.126700744579;2.306952875732142;1781.0;441.0;4.038548752834467
12052000_12052000_23888;17153.12519431623;6433.401835972294;2.6662604997568664;1909.0;476.0;4.010504201680672
12052000_12052000_29343;12253.475615655589;8782.027081217659;1.3952901195058263;1563.0;531.0;2.943502824858757
12071000_12052000_51367;4024.983620676881;2857.1276508746373;1.4087517648869254;1451.0;192.0;7.557291666666667
12052000_12052000_29596;11848.211984483783;5127.731478802435;2.3106147491270144;1825.0;425.0;4.294117647058823
12052000_12052000_19808;9739.275926127426;7933.576151207742;1.2276022490368104;1468.0;515.0;2.8504854368932038
12052000_12052000_27903;2011.891667333189;2011.891667333189;1.0;623.0;161.0;3.869565217391304
12052000_12052000_27085;12966.958835456675;6723.749838514;1.9285308268283925;1567.0;482.0;3.2510373443983402
12052000_12052000_9962;16776.772137028875;9635.401477709174;1.7411596367666424;1781.0;591.0;3.0135363790186127
12052000_12052000_23892;15203.788144734026;7014.485916826063;2.1674843067634932;2093.0;609.0;3.4367816091954024
12052000_12052000_7719;10976.342536912669;4273.326718113417;2.5685708725211844;1172.0;387.0;3.0284237726098193
12052000_12052000_21381;8320.264235170614;4307.282555729546;1.9316736544490216;1686.0;321.0;5.252336448598131
12052000_12052000_24616;16002.57586554657;6684.925620507079;2.393830054960688;1649.0;390.0;4.228205128205128
12052000_12052000_13699;5856.164276211386;3889.754550724283;1.5055356835101465;1709.0;349.0;4.896848137535817
12052000_12052000_19675;3518.4588520397883;2365.303387894069;1.4875296209559075;1437.0;172.0;8.354651162790697
12052000_12052000_21964;18917.1393772877;7226.798245237377;2.617637677896228;1892.0;546.0;3.4652014652014653
12052000_12052000_27303;18077.569991678258;10672.541079278148;1.6938393450438665;2044.0;669.0;3.0553064275037367
12052000_12052000_9545;25515.123724911584;10787.101628031543;2.3653363623280934;2224.0;693.0;3.209235209235209
12052000_12052000_17965;10074.520929982074;10074.520929982074;1.0;1386.0;556.0;2.4928057553956835
12052000_12052000_7154;22542.52874160085;8814.648837913614;2.557393851544126;2076.0;587.0;3.536626916524702
12052000_12052000_5383;10766.785306407985;3804.862294526636;2.829743752328751;1552.0;290.0;5.3517241379310345
12052000_12052000_11003;2897.9367103760933;2897.9367103760933;1.0;1124.0;273.0;4.117216117216117
12052000_12052000_15072;16523.834797381158;9032.140930448497;1.8294482918969086;2179.0;748.0;2.913101604278075
12052000_12052000_30139;5200.6310610982855;5119.461389654031;1.0158551193702312;1479.0;431.0;3.4315545243619487
12052000_12052000_30177;15573.132055351069;13092.562677354317;1.1894640063314184;2249.0;701.0;3.2082738944365192
12052000_12052000_22893;1824.7760469690636;1824.7760469690636;1.0;968.0;103.0;9.398058252427184
12052000_12052000_17628;2552.725913774999;2552.725913774999;1.0;1324.0;216.0;6.12962962962963
12052000_12052000_17899;13121.082271002217;8072.766103323198;1.62535147222968;2090.0;612.0;3.415032679738562
12052000_12052000_22690;1929.171212294473;1172.8343987986204;1.644879459769084;836.0;85.0;9.83529411764706
12052000_12052000_17388;10905.07832840083;9107.68763108603;1.1973487420868512;2163.0;729.0;2.9670781893004117
12052000_12052000_21826;16108.50764521445;9479.218682481403;1.6993497233041654;1964.0;550.0;3.570909090909091
12052000_12052000_25270;1654.491398254042;1262.901154552194;1.3100719658782007;1336.0;156.0;8.564102564102564
12052000_12052000_25282;1821.6547831704072;1648.4877116128055;1.105046019049898;530.0;126.0;4.2063492063492065
12052000_12052000_21050;3556.919237153046;3556.919237153046;1.0;623.0;345.0;1.8057971014492753
12052000_12052000_13756;2892.933618884431;1127.8806846879072;2.564928771419582;751.0;131.0;5.732824427480916
12052000_12052000_9606;7595.576063880995;6324.195902858944;1.201034278594581;1739.0;366.0;4.751366120218579
12052000_12052000_9542;13269.430840430892;11840.599891688193;1.1206721755496276;2211.0;727.0;3.0412654745529575
12052000_12052000_10719;11315.478279644009;5736.206419894334;1.9726414029313208;1126.0;409.0;2.7530562347188265
12052000_12052000_5107;8119.739591204205;4467.585405301548;1.8174783142519795;1332.0;282.0;4.723404255319149
12052000_12052000_21409;9629.86871686522;4249.243141306301;2.26625504745883;1610.0;364.0;4.423076923076923
12052000_12071000_33148;13798.093660299468;5838.609808948508;2.3632498337449968;1762.0;430.0;4.097674418604651
12052000_12052000_5226;5437.173476731842;5437.173476731842;1.0;1214.0;410.0;2.9609756097560975
12052000_12052000_22430;5551.58214664353;5746.226266705939;0.966126617535026;1697.0;433.0;3.9191685912240186
12052000_12052000_24428;13314.352009122837;12490.005830194978;1.0660004639017042;2115.0;719.0;2.941585535465925
12052000_12052000_21077;11318.469278605444;3716.3468704096845;3.0455901112798207;1227.0;245.0;5.0081632653061225
12052000_12052000_23462;10331.261689276582;6368.801998293548;1.622167197542761;1880.0;510.0;3.6862745098039214
12052000_12052000_29409;2727.8442672455403;2737.7358611854697;0.9963869436492511;1307.0;269.0;4.858736059479554
12052000_12052000_30501;25837.2407658827;8104.0307660707895;3.188196283021985;2045.0;610.0;3.3524590163934427
12052000_12052000_10725;9046.687018208364;5281.674007541496;1.7128446407883091;1720.0;381.0;4.514435695538058
12052000_12052000_31526;8375.442119388303;4485.409029626096;1.8672638468573468;1561.0;350.0;4.46
12052000_12052000_19475;19912.76628492839;10120.667383483511;1.9675348996673045;2355.0;817.0;2.8824969400244798
12052000_12052000_23308;15915.409171273373;10214.883360885868;1.5580607833678815;1803.0;635.0;2.8393700787401577
12052000_12052000_4890;5294.57121916603;5294.57121916603;1.0;675.0;268.0;2.5186567164179103
12052000_12052000_21115;7744.214768045693;7166.2498692533245;1.0806509554281825;1352.0;432.0;3.1296296296296298
12052000_12052000_30309;4854.574016644852;4417.4136324705;1.0989629725776584;944.0;286.0;3.300699300699301
12052000_12052000_25662;4467.01787462461;4139.135362538807;1.0792152184857977;1641.0;307.0;5.3452768729641695
12052000_12052000_29060;13139.315450248827;7571.353810261614;1.7353984214079177;1887.0;463.0;4.075593952483802
12052000_12052000_22633;8532.92288919303;3604.57902113865;2.3672453396506663;1418.0;212.0;6.688679245283019
12052000_12052000_25262;3944.9395660752407;3944.9395660752407;1.0;1411.0;331.0;4.262839879154079
12052000_12052000_733;535.394791623537;535.394791623537;1.0;349.0;43.0;8.116279069767442
12052000_12052000_16468;1509.643789413524;1509.643789413524;1.0;1322.0;180.0;7.344444444444444
12052000_12052000_15363;795.385207287764;667.4324517885788;1.1917089214890568;359.0;63.0;5.698412698412699
12052000_12052000_20822;19274.39357638753;9499.818025318691;2.0289223988309955;2034.0;691.0;2.94356005788712
12052000_12052000_31776;17511.608046830155;8927.285801913484;1.9615825498805806;1985.0;528.0;3.759469696969697
12052000_12052000_25132;6830.166406570887;4032.097891143234;1.6939485575421651;1469.0;229.0;6.414847161572053
12052000_12052000_7035;11669.975614208124;8328.706005400274;1.4011751173161107;2085.0;588.0;3.545918367346939
12052000_12052000_27095;2184.3011515212033;2008.4292661082973;1.0875668804377117;1352.0;154.0;8.779220779220779
12052000_12052000_20236;4131.918229312887;1852.9804171668309;2.2298769004966092;927.0;152.0;6.098684210526316
12052000_12052000_1019;5148.453130104783;2688.7327311814006;1.9148251778236831;1274.0;250.0;5.096
12052000_12052000_4195;7808.72634416525;4793.433616643617;1.629046518356283;592.0;274.0;2.1605839416058394
12052000_12052000_25897;1594.1721965211195;1509.870155130132;1.0558339676458615;1239.0;120.0;10.325
12052000_12052000_12655;1878.939352822043;1878.939352822043;1.0;274.0;177.0;1.5480225988700564
12052000_12052000_23369;13611.857609993844;8929.179717033092;1.5244241958786187;1927.0;535.0;3.601869158878505
12052000_12052000_18903;5732.923210286624;3354.8867713877703;1.7088276299456642;998.0;246.0;4.056910569105691
12052000_12052000_31338;2547.297209102011;2547.297209102011;1.0;1130.0;203.0;5.566502463054187
12052000_12052000_11912;12486.187265318522;10551.275556173636;1.1833817815527292;2074.0;591.0;3.509306260575296
12052000_12052000_25749;7298.248186955806;6128.718289426492;1.1908278113463027;1607.0;482.0;3.3340248962655603
12052000_12052000_23785;4800.832157329744;4202.8757815780555;1.1422731498210432;1186.0;268.0;4.425373134328358
12052000_12052000_18806;12800.149145165677;4165.618551016571;3.072808752986264;1558.0;410.0;3.8
12052000_12052000_25979;11192.452964352075;6558.162722007378;1.7066445952603924;1524.0;427.0;3.569086651053864
12052000_12052000_24333;14598.195191135297;6954.889422211324;2.098983075778905;1811.0;412.0;4.395631067961165
12052000_12052000_1265;2649.2571654115754;2649.2571654115754;1.0;1303.0;200.0;6.515
12052000_12052000_17792;7383.0334557443;6765.587302928439;1.0912627574177638;1688.0;420.0;4.019047619047619
12052000_12052000_22106;1522.1752963759914;1522.1752963759914;1.0;370.0;124.0;2.9838709677419355
12052000_12052000_19655;17418.188897888445;15330.169192286216;1.1362033047001772;1976.0;804.0;2.45771144278607
12052000_12052000_31777;3550.598372310705;3550.598372310705;1.0;1293.0;189.0;6.841269841269841
12052000_12052000_12235;4999.330153348087;3334.4263541941855;1.499307413720418;1276.0;258.0;4.945736434108527
12052000_12052000_16018;11179.016410683504;4779.175244495343;2.3391099591000564;1747.0;368.0;4.747282608695652
12052000_12052000_14885;3392.9229690428697;2703.6965842394943;1.2549200190661347;1194.0;202.0;5.910891089108911
12052000_12052000_13913;2445.444911159744;1258.9552432509545;1.94243991140222;571.0;137.0;4.1678832116788325
12052000_12052000_14978;12208.849683545357;4647.257456739059;2.627108525231611;1650.0;344.0;4.796511627906977
12052000_12052000_3664;11280.028109955898;8984.468695601578;1.2555030789386723;2090.0;606.0;3.448844884488449
12052000_12052000_1850;9483.016437263135;5194.793118123775;1.8254849079895903;1296.0;401.0;3.2319201995012468
12052000_12052000_28984;9454.2667369271;3612.851185326306;2.6168436650050415;1719.0;353.0;4.8696883852691215
12052000_12052000_30267;9159.842281842051;2940.1993276809244;3.1153813945896167;1132.0;223.0;5.076233183856503
12052000_12052000_1845;3878.0018672330925;3403.94824581766;1.1392658134558566;657.0;282.0;2.3297872340425534
12052000_12052000_6116;10096.992268558633;4795.685313590648;2.105432614593047;1453.0;397.0;3.6599496221662466
12052000_12052000_10006;7091.5136193593535;4785.445348277162;1.4818920922192567;1216.0;364.0;3.340659340659341
12052000_12052000_29258;6332.70052372309;6181.547488153626;1.0244522970759564;1724.0;478.0;3.6066945606694563
12052000_12052000_15946;4883.636062156292;4194.409677352916;1.1643202352227895;1070.0;257.0;4.163424124513619
12052000_12052000_20190;5427.845324959708;2979.5223868072544;1.8217165774599147;1734.0;366.0;4.737704918032787
12052000_12052000_15098;5213.546106318571;5213.546106318571;1.0;549.0;495.0;1.1090909090909091
12052000_12052000_31652;14221.371144687224;9846.681819841566;1.4442805611968121;1796.0;870.0;2.064367816091954
12052000_12052000_29004;1773.3750788147438;1773.3750788147438;1.0;1235.0;130.0;9.5
12052000_12052000_31270;6486.767281052552;3731.634661185709;1.738317887472782;1680.0;322.0;5.217391304347826
12052000_12052000_5450;20377.5248128677;6482.849219167747;3.1432976649553668;1978.0;590.0;3.352542372881356
12052000_12052000_19647;8448.529791182591;4944.912395158096;1.7085297202545242;1740.0;393.0;4.427480916030534
12052000_12052000_2456;7294.969632514066;6749.3119636622005;1.0808464139440652;1351.0;376.0;3.5930851063829787
12052000_12052000_17435;11155.31115342823;7145.67932101149;1.5611267525855284;1732.0;399.0;4.340852130325815
12052000_12052000_19781;12800.149145165677;4165.618551016571;3.072808752986264;1450.0;410.0;3.5365853658536586
12052000_12052000_29408;11993.286662616494;7034.0227124954645;1.7050395133514757;1663.0;413.0;4.026634382566586
12052000_12052000_5180;2997.444120431209;1726.0639594091563;1.7365776650925815;1075.0;113.0;9.513274336283185
12052000_12052000_5515;15851.740953654944;9912.824507775184;1.5991144543335287;1918.0;617.0;3.108589951377634
12052000_12052000_7301;23678.614961327763;11696.118081970939;2.0244849440967365;2195.0;692.0;3.171965317919075
12052000_12052000_30969;14488.393876460777;12262.016057208843;1.181567028526524;1506.0;757.0;1.989431968295905
12052000_12052000_29184;2538.225009688771;1447.0720779761891;1.754041867243144;1106.0;163.0;6.785276073619632
12052000_12052000_9921;5681.380297983438;4040.640247085522;1.406059423894856;1757.0;400.0;4.3925
12052000_12052000_11792;8182.132896127907;3417.7295957454785;2.3940258194543365;1457.0;254.0;5.7362204724409445
12052000_12052000_11682;21991.544126591412;9513.324642131896;2.3116570656273954;1960.0;541.0;3.622920517560074
12052000_12052000_6821;5670.868442206734;4171.453159838228;1.3594467503086272;1526.0;279.0;5.469534050179211
12052000_12052000_19867;11852.268490672855;3023.093776461335;3.9205758626999856;1247.0;336.0;3.7113095238095237
12052000_12052000_20749;3289.945700962837;2207.021215503814;1.4906724402337996;496.0;216.0;2.2962962962962963
12052000_12052000_16020;13857.228126975977;7490.946100929089;1.8498635473104377;1964.0;510.0;3.850980392156863
12052000_12052000_24312;3350.238316655897;1652.631185722407;2.0272147503929756;1355.0;204.0;6.642156862745098
12052000_12052000_31645;2953.7762653636023;1881.4540365340204;1.5699433565780825;871.0;132.0;6.598484848484849
12052000_12052000_30227;1961.120418784028;1961.120418784028;1.0;1098.0;142.0;7.732394366197183
12052000_12052000_8690;3652.631718231105;2817.912717218559;1.2962188984463867;1265.0;259.0;4.884169884169884
12052000_12052000_16939;2964.276945325104;2835.939361526705;1.0452539943341064;1337.0;239.0;5.594142259414226
12052000_12052000_21029;22640.60632933542;9572.239819453023;2.3652360112545896;2268.0;729.0;3.111111111111111
12052000_12052000_28307;2973.5362777400196;2115.1580451120963;1.4058222668568638;1329.0;256.0;5.19140625
12052000_12052000_30821;13431.371881275687;10113.238735032408;1.3280979746625794;2403.0;807.0;2.9776951672862455
12052000_12052000_7258;10002.085027524005;3849.262963983127;2.598441603265806;1623.0;246.0;6.597560975609756
12052000_12052000_11473;8132.725379918839;5060.455951460521;1.6071131648861832;1591.0;274.0;5.806569343065694
12052000_12052000_9616;7156.649936415157;5338.245861247253;1.3406370036960125;1684.0;350.0;4.811428571428571
12052000_12052000_23017;4367.8962013006;604.9881282325597;7.219804815114594;843.0;53.0;15.90566037735849
12052000_12052000_28964;318.7145255472138;318.7145255472138;1.0;720.0;38.0;18.94736842105263
12052000_12052000_4062;15333.51264518913;12207.952662133082;1.2560265483950461;2191.0;771.0;2.8417639429312582
12052000_12052000_23575;8957.861593098687;5407.109701468951;1.6566820515339464;1698.0;374.0;4.540106951871658
12052000_12052000_9393;6437.5991068429685;3795.2971494961616;1.696204237314483;1542.0;255.0;6.047058823529412
12052000_12052000_15368;8258.43268764601;6706.12250342622;1.2314765624139288;1721.0;437.0;3.9382151029748282
12052000_12052000_17424;2038.1107755890214;1692.4252707857288;1.2042545161493623;1355.0;123.0;11.016260162601625
12052000_12052000_20871;25440.48138196466;10693.161219821352;2.3791356792420726;2174.0;663.0;3.2790346907993966
12052000_12052000_28536;1065.498746788604;741.1576200595032;1.4376142374452836;1269.0;66.0;19.227272727272727
12052000_12052000_14089;16538.134612946888;6647.655794141119;2.487814520649925;1702.0;370.0;4.6
12052000_12052000_17661;17429.076860355086;11198.062951034053;1.5564367638016938;2226.0;705.0;3.157446808510638
12052000_12052000_20963;7983.56633371403;6920.12062826341;1.1536744462383006;1892.0;472.0;4.008474576271187
12052000_12052000_17431;8343.188785106808;5774.172915857705;1.4449149526149057;1157.0;403.0;2.870967741935484
12052000_12052000_881;3631.673105619971;2831.6490275311558;1.2825293919940128;751.0;210.0;3.5761904761904764
12052000_12052000_21843;8010.222320181896;8010.222320181896;1.0;1590.0;453.0;3.5099337748344372
12052000_12052000_1519;9481.434147333297;7631.122609597617;1.242469113968704;2147.0;641.0;3.349453978159126
12052000_12052000_19736;7230.91536549302;7767.6500288364505;0.9309012814234847;1889.0;478.0;3.9518828451882846
12052000_12052000_25055;26170.971471464156;13687.288666351997;1.912063967482566;2427.0;855.0;2.83859649122807
12052000_12052000_26511;9352.470651229003;8442.402385467536;1.1077973098425191;1788.0;598.0;2.9899665551839463
12052000_12052000_24960;3587.428930206196;2970.592203157401;1.2076477297668686;1093.0;292.0;3.743150684931507
12052000_12052000_3471;10027.118928205487;2712.733056758647;3.6963161204613892;1513.0;266.0;5.68796992481203
12052000_12052000_6726;14383.325413832112;5100.3952723079965;2.820041319527666;1929.0;474.0;4.069620253164557
12052000_12052000_18941;5690.205983891017;4542.034885331485;1.2527878203374336;1596.0;288.0;5.541666666666667
12052000_12052000_30837;10713.562689543542;4762.0785410042;2.2497660627168754;1669.0;343.0;4.865889212827988
12052000_12052000_25301;4105.026123903159;3119.9896231199164;1.3157178772274982;1366.0;223.0;6.125560538116592
12071000_12052000_51703;7556.688591131338;7758.338160176082;0.9740086646287448;1772.0;511.0;3.467710371819961
12052000_12052000_642;2902.4894912966874;2406.0419581989536;1.206333697301501;1352.0;192.0;7.041666666666667
12052000_12052000_28649;5139.79971740148;4081.1697217259466;1.2593937689089376;610.0;302.0;2.019867549668874
12052000_12052000_24888;16198.625306282664;8553.020177908294;1.8939070608207262;2087.0;678.0;3.078171091445428
12052000_12052000_24071;9708.940059016775;6109.668972870949;1.5891106542969577;1823.0;471.0;3.870488322717622
12052000_12052000_21023;6316.20635077287;3585.8481524630147;1.7614260510262967;1675.0;339.0;4.941002949852507
12052000_12052000_30749;6372.9931357504265;5164.788431734107;1.2339311125684693;1355.0;390.0;3.4743589743589745
12052000_12052000_9347;7664.148280441525;5853.827888594415;1.309254119919435;1915.0;507.0;3.777120315581854
12052000_12052000_16206;14517.353026965246;1420.8356916444718;10.21747490743486;1431.0;176.0;8.130681818181818
12052000_12052000_18159;16906.60156575987;7951.520887119144;2.126209791279964;2163.0;674.0;3.2091988130563798
12052000_12052000_4144;6141.789837466643;5039.936947343312;1.2186243402715877;1178.0;365.0;3.2273972602739724
12052000_12052000_375;2368.074094446932;1888.7212916081698;1.2537975322079484;1508.0;211.0;7.1469194312796205
12052000_12052000_16740;9450.329353828734;5329.031312583992;1.7733672030623455;1849.0;464.0;3.9849137931034484
12052000_12052000_14122;13518.899864459112;9035.713073325353;1.4961630316005423;2016.0;674.0;2.9910979228486645
12071000_12052000_39941;8712.258145142518;7445.220274214501;1.1701813813778255;1900.0;500.0;3.8
12052000_12052000_6055;1027.7319183232896;1027.7319183232896;1.0;966.0;90.0;10.733333333333333
12052000_12052000_1817;6927.1875180472725;4933.944749756357;1.4039856280087741;1857.0;413.0;4.49636803874092
12052000_12052000_30758;8467.239646961296;6021.884071646063;1.4060781553117483;1291.0;459.0;2.812636165577342
12052000_12052000_30710;16538.855975944876;12336.274627751827;1.3406685952612365;1914.0;624.0;3.0673076923076925
12052000_12052000_1060;1044.1973411249105;1044.1973411249105;1.0;386.0;128.0;3.015625
12052000_12052000_21189;18713.074881552566;8401.978686271605;2.2272223699077878;2076.0;660.0;3.1454545454545455
12052000_12052000_23749;7989.383816478236;3380.2053986781502;2.3635793906496136;1206.0;194.0;6.216494845360825
12052000_12052000_12898;770.9721012666553;770.9721012666553;1.0;689.0;43.0;16.023255813953487
12052000_12052000_4089;6567.22676031812;1359.2600765363866;4.831471823297033;789.0;131.0;6.022900763358779
12052000_12052000_2486;10588.575512824269;5968.973839734519;1.7739356541216162;1468.0;416.0;3.5288461538461537
12052000_12052000_27637;11192.452964352075;6558.162722007378;1.7066445952603924;1219.0;427.0;2.8548009367681497
12052000_12052000_20595;14174.442934638599;8198.0580205291;1.7290000752792651;1868.0;545.0;3.4275229357798165
12052000_12052000_21026;5948.9431360703065;5203.008334289611;1.1433660593746753;821.0;493.0;1.6653144016227182
12052000_12052000_2398;9826.031262779976;2941.0552492034553;3.3409883290839986;1281.0;226.0;5.668141592920354
12052000_12052000_21008;1773.3750788147438;1773.3750788147438;1.0;1008.0;130.0;7.753846153846154
12052000_12052000_8904;5123.669786012017;5123.669786012017;1.0;1483.0;311.0;4.768488745980707
12052000_12052000_25142;11234.158382947166;8559.453852819093;1.312485419761583;1851.0;529.0;3.499054820415879
12052000_12052000_5201;2656.637983537301;2656.637983537301;1.0;1076.0;195.0;5.517948717948718
12052000_12052000_18204;9365.620672057186;7773.594696599111;1.2047992000605041;1779.0;424.0;4.195754716981132
12052000_12052000_9739;8804.062734940473;2202.281860412347;3.9977002459131334;1076.0;202.0;5.326732673267327
12052000_12052000_18288;7582.42123213807;4868.282925284782;1.5575144971046475;1604.0;342.0;4.690058479532164
12052000_12052000_11041;16637.864911782493;3309.9033559510344;5.026692057902077;1454.0;231.0;6.294372294372295
12052000_12052000_27613;1725.8329654920826;1725.8329654920826;1.0;901.0;144.0;6.256944444444445
12052000_12052000_5956;4694.83943537777;2740.0574808347874;1.7134091048146325;1241.0;183.0;6.781420765027322
12052000_12052000_10543;6878.9911642079915;5869.939944989976;1.1719014553256624;1563.0;453.0;3.4503311258278146
12052000_12052000_15141;8549.480529431845;5846.93291743423;1.4622162850439466;1295.0;413.0;3.135593220338983
12052000_12052000_2852;16297.946462728734;6659.529238785205;2.4473120964480843;1879.0;488.0;3.8504098360655736
12052000_12052000_10957;12218.298943182435;2777.945819469289;4.398321543044592;1556.0;245.0;6.351020408163265
12052000_12052000_30377;13013.159777470231;11756.801100702867;1.1068622889854158;2105.0;648.0;3.248456790123457
12052000_12052000_1646;4837.215283686092;4837.215283686092;1.0;481.0;406.0;1.1847290640394088
12052000_12052000_24913;2746.079160850741;2746.079160850741;1.0;1392.0;212.0;6.566037735849057
12052000_12052000_7962;10748.946033360655;6741.821079483358;1.5943683326262899;1433.0;431.0;3.3248259860788862
12052000_12052000_26432;5181.118721630957;3232.520276282661;1.602810896391081;1361.0;227.0;5.995594713656388
12071000_12052000_52402;19396.35153228109;8006.8933391723795;2.422456589672264;1896.0;472.0;4.016949152542373
12052000_12052000_16735;7217.280378698967;7217.280378698967;1.0;1326.0;362.0;3.6629834254143647
12052000_12052000_21529;18327.82869966693;12511.84607471452;1.4648380894571638;2436.0;853.0;2.8558030480656504
12052000_12052000_26162;9926.275898259137;4954.380381149335;2.003535282843261;1657.0;339.0;4.887905604719764
12052000_12052000_26012;23147.777853249707;10929.919898610739;2.117836001359162;2287.0;785.0;2.913375796178344
12052000_12052000_11144;856.3695928903325;856.3695928903325;1.0;708.0;57.0;12.421052631578947
12052000_12052000_10826;2691.28184963398;2233.367187728903;1.2050333077431516;1421.0;193.0;7.362694300518135
12052000_12052000_1610;18686.746239019703;6740.897381341878;2.7721451880787753;1786.0;386.0;4.626943005181347
12052000_12052000_26550;10579.166164201128;5610.187039418876;1.8857064995995136;960.0;296.0;3.2432432432432434
12052000_12052000_26217;8212.391006601114;2370.975455000322;3.4637182722754076;1195.0;253.0;4.723320158102767
12052000_12052000_16583;5402.924966204505;3934.8146315340496;1.3731078772821603;1350.0;361.0;3.739612188365651
12052000_12052000_27255;4867.930819646031;1597.5028440359877;3.0472126155015276;1025.0;138.0;7.427536231884058
12052000_12052000_25964;7472.851981175273;6447.850637305334;1.1589679106304958;1635.0;467.0;3.501070663811563
12052000_12052000_19251;5930.3122663240265;3844.654155734365;1.5424826333153707;1464.0;303.0;4.8316831683168315
12052000_12052000_13786;12218.248324562619;4483.48703097724;2.7251664251830072;1774.0;438.0;4.050228310502283
12052000_12052000_22447;12295.887776474268;8089.814243066244;1.5199221399938865;2203.0;676.0;3.2588757396449703
12052000_12052000_25739;3124.649635021344;2565.044239343463;1.218165982127901;1506.0;318.0;4.735849056603773
12052000_12052000_13809;886.6335922870044;886.6335922870044;1.0;420.0;69.0;6.086956521739131
12052000_12052000_27046;7316.881507340904;7959.347652961352;0.9192815575304828;1802.0;522.0;3.4521072796934864
12052000_12052000_26216;302.0361105429467;302.0361105429467;1.0;1190.0;25.0;47.6
12052000_12052000_1360;9759.273624948275;5781.461218539433;1.6880289006615103;1748.0;384.0;4.552083333333333
12052000_12052000_13681;15367.806659775164;8562.851116421061;1.794706745549292;1876.0;501.0;3.744510978043912
12052000_12052000_7515;6351.4803682729325;2636.5151287296894;2.4090437786841625;1629.0;307.0;5.306188925081433
12052000_12052000_24125;19749.74611822937;10794.659123327563;1.8295849727713598;1788.0;613.0;2.9168026101141926
12052000_12052000_26298;11274.906669639699;7951.8505688143205;1.4178972016724996;1142.0;416.0;2.7451923076923075
12052000_12052000_7755;9535.88843848532;7720.1631700526;1.2351926025962932;2014.0;634.0;3.176656151419558
12052000_12052000_12181;3697.6703826437397;1165.8086572974526;3.171764388176344;1088.0;145.0;7.503448275862069
